rotary~ 22/782-9329        ~0000002040~1 ~016~L~                    ~Y~N~Y~A ~002435~01/01/92~ ~00
rotary~804/330-2673        ~0000003235~1 ~142~M~RICHMOND 2400       ~Y~Y~Y~A ~074863~01/01/92~1~01
rotary~804/596-0898        ~0000007676~1 ~036~M~NEWPORT NWS2400     ~Y~Y~Y~A ~030291~08/08/86~1~01
rotary~804/727-0572        ~0000010256~1 ~032~L~HAMPTON 2400        ~Y~Y~Y~A ~061144~04/16/86~1~01
rotary~804/846-0213        ~0000007737~1 ~041~L~LYNCHBURG 2400      ~Y~Y~Y~UG~105139~08/25/92~1~01
rotary~804/855-7751        ~0000004313~1 ~033~M~NORFOLK             ~Y~N~N~A ~000000~02/10/84~1~01
rotary~804/857-0148        ~0000011764~1 ~126~M~NORFOLK  2400       ~Y~Y~Y~A ~061467~01/01/92~1~01
rotary~804/857-0148        ~0000011737~1 ~126~M~NORFOLK  2400       ~Y~Y~Y~A ~061467~01/01/92~1~01
rotary~804/857-0148        ~0000010346~1 ~126~M~NORFOLK  2400       ~Y~Y~Y~A ~061467~01/01/92~1~01
rotary~804/858-2707        ~0000011740~1 ~010~H~NORFOLK TYMDIAL     ~1~N~Y~A ~075409~01/01/92~3~01
rotary~804/861-1788        ~0000013215~1 ~027~L~PETERSBURG 2400     ~Y~Y~Y~UG~108712~10/14/92~1~01
rotary~804/977-5661        ~0000010516~1 ~042~L~CHARLTSVLE 2400     ~Y~Y~Y~UG~107384~09/30/92~1~01
rotary~805-531-9840        ~0000011142~  ~008~L~MOORPARK            ~Y~N~Y~P ~105578~09/02/92~3~01
rotary~805/325-0371        ~0000014111~1 ~043~L~BAKERSFIELD2400     ~Y~Y~Y~M ~106850~09/25/92~1~01
rotary~805/325-0371        ~0000013552~1 ~043~L~BAKERSFIELD2400     ~Y~Y~Y~M ~106850~09/25/92~1~01
rotary~805/325-0371        ~0000003657~1 ~043~L~BAKERSFIELD2400     ~Y~Y~Y~M ~106850~09/25/92~1~01
rotary~805/328-0259        ~0000013552~1 ~001~ ~QUOTRON             ~N~N~Y~A ~069726~01/01/92~1~01
rotary~805/523-0203        ~0000011272~1 ~020~L~MOORPARK 2400       ~Y~Y~Y~UG~105578~09/02/92~1~01
rotary~805/549-0770        ~0000004255~1 ~045~L~SNLUISOBIS 2400     ~Y~Y~Y~UG~107323~09/29/92~1~01
rotary~805/564-2354        ~0000011371~1 ~024~M~SANTA BARBARA       ~Y~N~N~A ~041281~05/29/86~1~01
rotary~805/922-3308        ~0000006022~1 ~032~L~SANTA MARA 2400     ~Y~Y~Y~UG~107450~10/02/92~1~01
rotary~805/945-4962        ~0000010463~1 ~052~L~LANCASTER 2400      ~Y~Y~Y~M ~107376~09/30/92~1~01
rotary~805/945-4962        ~0000012533~1 ~052~L~LANCASTER 2400      ~Y~Y~Y~M ~107376~09/30/92~1~01
rotary~805/945-4962        ~0000002614~1 ~052~L~LANCASTER 2400      ~Y~Y~Y~M ~107376~09/30/92~1~01
rotary~805/965-1612        ~0000011372~1 ~016~M~SANTA BARB 2400     ~Y~Y~Y~A ~041281~01/01/92~1~01
rotary~805/985-7843        ~0000004154~1 ~024~M~PORT HUENEM2400     ~Y~Y~Y~UG~104956~08/19/92~1~01
rotary~806/355-7088        ~0000011267~1 ~049~L~AMARILLO 2400       ~Y~Y~Y~UG~105178~08/28/92~1~01
rotary~806/797-0765        ~0000004330~1 ~039~L~LUBBOCK 2400        ~Y~Y~Y~A ~000000~03/02/84~1~01
rotary~808/528-5300        ~0000013535~1 ~114~L~HONOLULU 2400       ~Y~Y~Y~A ~032333~06/01/85~1~01
rotary~808/528-5300        ~0000012620~1 ~114~L~HONOLULU 2400       ~Y~Y~Y~A ~032333~06/01/85~1~01
rotary~808/528-5300        ~0000010632~1 ~114~L~HONOLULU 2400       ~Y~Y~Y~A ~032333~06/01/85~1~01
rotary~808/545-7610        ~0000010631~1 ~038~L~HONOLULU            ~Y~N~N~A ~035069~08/01/85~1~01
rotary~808/599-4724        ~0000005052~1 ~001~ ~PACIFIC             ~N~Y~N~A ~055446~01/01/92~1~01
rotary~808/661-7688        ~0000012534~1 ~026~L~LAHAINA 2400        ~Y~N~Y~UG~108370~10/05/92~1~01
rotary~808/935-5717        ~0000010574~1 ~032~L~HILO 2400           ~Y~Y~Y~UG~104448~08/07/92~1~01
rotary~809/247-8284        ~0000003322~1 ~001~M~COLORCON            ~N~N~ ~A ~055806~06/29/84~1~01
rotary~809/724-6070        ~0000003010~1 ~003~M~WESTERN UNION       ~N~N~N~A ~049895~07/10/89~1~01
rotary~809/725-1882        ~0000003010~1 ~006~M~WESTERN UNION       ~N~N~N~A ~049895~01/01/92~1~01
rotary~809/725-3501        ~0000003010~1 ~005~M~WESTERN UNION       ~N~N~N~A ~049895~01/01/92~1~01
rotary~809/725-4102        ~0000003010~1 ~008~M~WESTERN UNION       ~N~N~N~A ~049895~01/01/92~1~01
rotary~809/725-4343        ~0000003010~1 ~005~M~WESTERN UNION       ~N~N~N~A ~049895~01/01/92~1~01
rotary~809/725-8475        ~0000003010~1 ~001~M~WESTERN UNION       ~N~N~N~A ~051841~01/01/92~1~01
rotary~809/792-5900        ~0000003322~1 ~018~I~                    ~Y~N~ ~A ~000000~03/29/85~1~01
rotary~812/232-0112        ~0000003157~1 ~016~L~TERRE HAUTE2400     ~Y~Y~Y~A ~108521~10/08/92~1~01
rotary~812/232-0112        ~0000007454~1 ~016~L~TERRE HAUTE2400     ~Y~Y~Y~A ~108521~10/08/92~1~01
rotary~812/332-0544        ~0000002155~1 ~040~L~BLOOMINGTON2400     ~Y~Y~Y~A ~041328~01/01/92~1~01
rotary~812/464-8181        ~0000013652~1 ~093~L~EVANSVILLE 2400     ~Y~Y~Y~UG~106941~09/16/92~1~01
rotary~812/464-8181        ~0000003656~1 ~093~L~EVANSVILLE 2400     ~Y~Y~Y~UG~106941~09/16/92~1~01
rotary~813/334-2915        ~0000006323~  ~001~ ~                    ~N~ ~ ~C ~105236~09/03/92~1~01
rotary~813/337-0006        ~0000006323~1 ~053~L~FORT MYERS 2400     ~Y~Y~Y~A ~038651~01/01/92~1~01
rotary~813/337-0006        ~0000003405~1 ~053~L~FORT MYERS 2400     ~Y~Y~Y~A ~038651~01/01/92~1~01
rotary~813/434-7192        ~0000006566~1 ~001~ ~QUOTRON             ~N~N~Y~A ~075124~01/01/92~1~01
rotary~813/434-8080        ~0000011100~1 ~079~L~NAPLES 2400         ~Y~Y~Y~A ~074383~01/01/92~1~01
rotary~813/434-8080        ~0000006566~1 ~079~L~NAPLES 2400         ~Y~Y~Y~A ~074383~01/01/92~1~01
rotary~813/441-1621        ~0000011035~1 ~044~M~CLEARWATER 2400     ~Y~Y~Y~A ~039641~01/01/92~1~01
rotary~813/441-9017        ~0000003456~1 ~034~M~CLEARWATER          ~Y~N~N~A ~036828~03/16/84~1~01
rotary~813/442-9149        ~0000011035~1 ~001~ ~QUOTRON             ~N~N~Y~A ~075124~01/01/92~1~01
rotary~813/443-4515        ~0000003737~1 ~020~H~CLEARWATER TYMD     ~1~N~Y~A ~108873~01/19/90~3~01
rotary~813/443-5923        ~0000011035~1 ~001~ ~QUOTRON             ~N~N~Y~A ~067663~01/01/92~1~01
rotary~813/446-5837        ~0000011035~1 ~002~ ~QUOTRON             ~N~N~N~A ~071991~01/01/92~1~01
rotary~813/662-2402        ~0000006560~1 ~004~L~ROSTOCK/PUBLIC      ~Y~N~N~A ~063808~01/01/92~ ~00
rotary~813/858-6970        ~0000012263~1 ~069~L~LAKELAND 2400       ~Y~Y~Y~UG~107209~09/24/92~1~01
rotary~813/931-0147        ~0000005761~1 ~001~ ~QUOTRON             ~N~N~Y~A ~071936~01/01/92~1~01
rotary~813/932-1091        ~0000013240~1 ~008~H~TAMPA TYMDIAL       ~1~N~Y~A ~108798~04/08/92~3~01
rotary~813/932-7070        ~0000004100~1 ~040~M~TAMPA               ~Y~N~N~A ~000000~11/01/83~1~01
rotary~813/933-6210        ~0000005761~1 ~034~M~TAMPA 2400          ~Y~Y~Y~A ~071936~09/12/85~1~01
rotary~813/933-7095        ~0000011652~1 ~001~H~TAMPA TYMX25        ~1~N~Y~A ~052372~06/05/90~4~01
rotary~813/933-7303        ~0000011652~1 ~001~H~TAMPA TYMX25        ~1~N~Y~A ~070332~06/05/90~4~01
rotary~813/952-9000        ~0000013103~1 ~091~L~SARASOTA 2400       ~Y~Y~Y~A ~013101~01/01/92~1~01
rotary~813/952-9000        ~0000007043~1 ~091~L~SARASOTA 2400       ~Y~Y~Y~A ~013101~01/01/92~1~01
rotary~813/955-6819        ~0000013103~1 ~001~ ~QUOTRON             ~N~N~Y~A ~070235~01/01/92~1~01
rotary~813/955-8209        ~0000013103~1 ~001~ ~QUOTRON             ~N~N~Y~A ~070322~01/01/92~1~01
rotary~814-943-5194        ~0000003174~  ~001~ ~                    ~ ~ ~ ~A ~101353~08/11/92~1~01
rotary~814/234-3853        ~0000003625~1 ~016~L~STATECOLLEG2400     ~Y~Y~Y~A ~108713~10/15/92~1~01
rotary~814/234-3853        ~0000006675~1 ~016~L~STATECOLLEG2400     ~Y~Y~Y~A ~108713~10/15/92~1~01
rotary~814/456-8501        ~0000003623~1 ~041~L~ERIE 2400           ~Y~Y~Y~UG~108429~10/06/92~1~01
rotary~814/539-5059        ~0000010170~1 ~021~L~JOHNSTOWN 2400      ~Y~Y~Y~UG~107097~09/22/92~1~01
rotary~814/941-2852        ~0000003174~1 ~020~L~ALTOONA 2400        ~Y~Y~Y~A ~072543~01/01/92~1~01
rotary~814/943-5848        ~0000005526~1 ~016~L~ALTOONA 2400        ~Y~Y~Y~A ~069224~02/19/85~1~01
rotary~814/943-9847        ~0000000000~  ~001~ ~QUOTRON             ~ ~ ~ ~A ~000000~09/09/92~1~01
rotary~815/232-7111        ~0000007721~1 ~021~L~FREEPORT 2400       ~Y~Y~Y~UG~104460~08/07/92~1~01
rotary~815/633-2080        ~0000011307~1 ~074~M~LOVES PARK 2400     ~Y~Y~Y~UG~107278~09/28/92~1~01
rotary~815/654-1900        ~0000005605~1 ~018~M~LOVES PARK          ~Y~N~N~A ~040864~01/01/92~1~01
rotary~815/727-4716        ~0000005006~1 ~018~L~JOLIET 2400         ~Y~Y~Y~A ~065342~01/01/92~1~01
rotary~815/935-2352        ~0000013346~1 ~024~L~BRADLEY 2400        ~Y~Y~Y~A ~066262~07/15/86~1~01
rotary~816/232-1455        ~0000012334~1 ~016~L~ST JOSEPH 2400      ~Y~Y~Y~A ~108475~10/07/92~1~01
rotary~816/232-1455        ~0000003144~1 ~016~L~ST JOSEPH 2400      ~Y~Y~Y~A ~108475~10/07/92~1~01
rotary~817/332-XXXX        ~0000010571~1 ~010~H~FT. WORTH TYMDI     ~1~N~Y~A ~075118~01/01/92~3~01
rotary~817/332-9397        ~0000013646~1 ~054~H~FT. WORTH 2400      ~Y~Y~Y~A ~040759~03/03/87~1~01
rotary~817/332-9397        ~0000010470~1 ~054~H~FT. WORTH 2400      ~Y~Y~Y~A ~040759~03/03/87~1~01
rotary~817/526-8118        ~0000011015~1 ~059~L~KILLEEN 2400        ~Y~Y~Y~UG~106802~09/11/92~1~01
rotary~817/565-0552        ~0000011251~1 ~023~L~DENTON 2400         ~Y~Y~Y~A ~040140~01/21/88~1~01
rotary~817/723-2386        ~0000005415~1 ~023~L~WICHTA FALS2400     ~Y~Y~Y~A ~000000~05/01/85~1~01
rotary~817/773-2545        ~0000013256~1 ~026~L~TEMPLE 2400         ~Y~Y~Y~UG~108894~10/20/92~1~01
rotary~817/776-0880        ~0000011014~1 ~055~L~WACO 2400           ~Y~Y~Y~UG~105014~08/21/92~1~01
rotary~817/776-7732        ~0000011014~1 ~001~ ~QUOTRON             ~N~N~Y~A ~067702~01/01/92~1~01
rotary~817/877-3630        ~0000004277~1 ~035~M~FORT WORTH          ~Y~N~N~A ~033709~01/12/84~1~01
rotary~818-289-1035        ~0000011357~  ~008~M~ALHAMBRA 9600       ~Y~N~Y~P ~104494~08/10/92~3~01
rotary~818-995-0517        ~0000014003~  ~008~M~SHERMAN OAKS        ~Y~N~Y~P ~105604~09/02/92~3~01
rotary~818/308-1800        ~0000011730~1 ~076~M~ALHAMBRA 2400       ~Y~Y~Y~A ~000000~10/19/83~1~01
rotary~818/308-1800        ~0000003407~1 ~076~M~ALHAMBRA 2400       ~Y~Y~Y~A ~000000~10/19/83~1~01
rotary~818/789-9002        ~0000003410~1 ~045~M~SHERMAN OAKS        ~Y~N~N~A ~015718~07/11/86~1~01
rotary~818/789-9557        ~0000004353~1 ~045~M~SHRMAN OAKS2400     ~Y~Y~Y~UG~105604~09/02/92~1~01
rotary~818/841-4795        ~0000002443~1 ~038~L~BURBANK 2400        ~Y~Y~Y~UG~104785~08/20/92~1~01
rotary~901/521-1303        ~0000012045~1 ~012~H~MEMPHIS TYMDIAL     ~Y~N~Y~UG~108821~10/20/92~3~01
rotary~901/527-8006        ~0000004257~1 ~034~M~MEMPHIS             ~Y~N~N~A ~000000~02/10/84~1~01
rotary~901/527-8122        ~0000013626~1 ~145~M~MEMPHIS 2400        ~Y~Y~Y~UG~108821~10/19/92~1~01
rotary~901/527-8122        ~0000011105~1 ~145~M~MEMPHIS 2400        ~Y~Y~Y~UG~108821~10/19/92~1~01
rotary~901/527-8122        ~0000006354~1 ~145~M~MEMPHIS 2400        ~Y~Y~Y~UG~108821~10/19/92~1~01
rotary~901/661-0904        ~0000006500~1 ~015~L~JACKSON 2400        ~Y~Y~Y~A ~070295~01/01/92~1~01
rotary~902/492-4901        ~0000006171~1 ~008~L~HALIFAX 2400        ~Y~N~Y~A ~059324~01/01/92~1~01
rotary~903/236-7475        ~0000007024~1 ~045~L~LONGVIEW 2400       ~Y~Y~Y~A ~042415~01/01/92~1~01
rotary~903/581-8652        ~0000002557~1 ~043~L~TYLER 2400          ~Y~Y~Y~A ~036690~01/01/92~1~01
rotary~903/757-3355        ~0000013707~  ~008~L~LONGVIEW 9600       ~Y~N~Y~P ~104982~08/19/92~3~01
rotary~903/792-4521        ~0000002446~1 ~016~L~TEXARKANA 2400      ~Y~Y~Y~C ~107122~09/23/92~1~01
rotary~903/868-0089        ~0000002630~1 ~032~L~SHERMAN 2400        ~Y~Y~Y~A ~035187~01/01/92~1~01
rotary~904/243-1644        ~0000005255~1 ~032~L~FT WALTON 2400      ~Y~Y~Y~UG~104633~08/13/92~1~01
rotary~904/335-0544        ~0000005733~1 ~053~L~GAINESVILLE2400     ~Y~Y~Y~UG~107306~09/28/92~1~01
rotary~904/360-1110        ~0000002113~1 ~010~L~LEESBURG 2400       ~Y~Y~Y~A ~065264~01/01/92~1~01
rotary~904/386-7697        ~0000012513~1 ~001~ ~QUOTRON             ~N~N~Y~C ~105018~08/24/92~1~01
rotary~904/386-9293        ~0000005753~  ~001~ ~                    ~N~ ~ ~A ~102338~09/08/92~1~01
rotary~904/422-0016        ~0000013676~1 ~008~H~TALLAHASSEE TYM     ~1~N~Y~A ~108798~02/20/92~3~01
rotary~904/422-0149        ~0000012513~1 ~056~L~TALLAHASSEE2400     ~Y~Y~Y~A ~075432~01/01/92~1~01
rotary~904/422-0149        ~0000005753~1 ~056~L~TALLAHASSEE2400     ~Y~Y~Y~A ~075432~01/01/92~1~01
rotary~904/422-3968        ~0000012513~1 ~001~ ~QUOTRON             ~N~N~N~A ~073268~01/01/92~1~01
rotary~904/477-3344        ~0000003515~1 ~047~L~PENSCOLA 2400       ~Y~Y~Y~A ~000000~10/04/83~1~01
rotary~904/673-0034        ~0000007206~1 ~070~L~ORMNDBEACH 2400     ~Y~Y~Y~A ~049689~01/01/92~1~01
rotary~904/673-0034        ~0000002326~1 ~070~L~ORMNDBEACH 2400     ~Y~Y~Y~A ~049689~01/01/92~1~01
rotary~904/721-8100        ~0000003100~1 ~039~M~JACKSONVILLE        ~Y~N~N~A ~000000~02/11/83~1~01
rotary~904/721-8559        ~0000012514~1 ~085~M~JACKSNVLLE 2400     ~Y~Y~Y~A ~034880~01/01/92~1~01
rotary~904/721-8559        ~0000005043~1 ~085~M~JACKSNVLLE 2400     ~Y~Y~Y~A ~034880~01/01/92~1~01
rotary~904/724-5994        ~0000002521~1 ~010~H~JACKSONVILLE TY     ~1~N~Y~A ~108798~08/27/91~3~01
rotary~904/732-3707        ~0000010213~1 ~032~L~OCALA 2400          ~Y~Y~Y~A ~048826~01/01/92~1~01
rotary~904/769-0709        ~0000007725~1 ~032~L~PANAMA CITY2400     ~Y~Y~Y~A ~016068~01/01/92~1~01
rotary~906/228-3780        ~0000006762~1 ~026~L~MARQUETTE 2400      ~Y~Y~Y~UG~108711~10/14/92~1~01
rotary~907/224-3126        ~0000007553~1 ~000~L~SEWARD              ~Y~N~ ~A ~000004~01/01/92~ ~00
rotary~907/225-1871        ~0000007553~1 ~000~L~KETCHIKAN           ~Y~N~ ~A ~000004~01/01/92~ ~00
rotary~907/235-5239        ~0000007553~1 ~000~L~HOMER               ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/246-3049        ~0000007553~1 ~000~L~KING SALMON         ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/258-7222        ~0000007553~1 ~000~L~ANCHORAGE           ~Y~N~ ~A ~000004~01/01/92~ ~00
rotary~907/262-1990        ~0000007553~1 ~000~L~KENAI               ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/366-7167        ~0000007553~1 ~000~L~TANANA              ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/424-3744        ~0000007553~1 ~000~L~CORDOVA             ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/442-2602        ~0000007553~1 ~000~L~KOTZEBUE            ~Y~N~ ~A ~000004~01/01/92~ ~00
rotary~907/443-2256        ~0000007553~1 ~000~L~NOME                ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/456-3282        ~0000007553~1 ~000~L~FAIRBANKS           ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/472-2467        ~0000007553~1 ~000~L~WHITTIER            ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/486-4061        ~0000007553~1 ~000~L~KODIAK              ~Y~N~ ~A ~000004~01/01/92~ ~00
rotary~907/524-3256        ~0000007553~1 ~000~L~MCGRATH             ~Y~N~ ~A ~000004~01/01/92~ ~00
rotary~907/532-2371        ~0000007553~1 ~000~L~COLD BAY            ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/543-2411        ~0000007553~1 ~000~L~BETHEL              ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/546-2320        ~0000007553~1 ~000~L~ST. PAUL            ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/571-1364        ~0000007553~1 ~000~L~ILIAMNA             ~Y~N~ ~A ~000004~01/01/92~ ~00
rotary~907/659-2777        ~0000007553~1 ~000~L~PRUDHOE BAY         ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/733-2227        ~0000007553~1 ~000~L~TALKEETNA           ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/745-0200        ~0000007553~1 ~000~L~WASILLA             ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/747-5887        ~0000007553~1 ~000~L~SITKA               ~Y~N~ ~A ~000004~01/01/92~ ~00
rotary~907/778-2301        ~0000007553~1 ~000~L~NORTHWAY            ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/784-3453        ~0000007553~1 ~000~L~YAKUTAT             ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/789-7009        ~0000007553~1 ~000~L~JUNEAU              ~Y~N~ ~A ~000004~08/05/87~ ~00
rotary~907/895-5070        ~0000007553~1 ~000~L~DELTA JUNCTION      ~Y~Y~ ~A ~000004~01/01/92~ ~00
rotary~908/396-8550        ~0000004126~1 ~017~L~RAHWAY 2400         ~Y~Y~Y~A ~041037~06/18/86~1~01
rotary~908/562-8550        ~0000013022~1 ~039~H~PISCATAWAY 2400     ~Y~Y~Y~A ~000000~01/01/86~1~01
rotary~908/562-8550        ~0000006544~1 ~039~H~PISCATAWAY 2400     ~Y~Y~Y~A ~000000~01/01/86~1~01
rotary~908/562-9700        ~0000006472~1 ~023~H~PISCATAWAY          ~Y~N~N~A ~000000~09/01/85~1~01
rotary~908/758-0337        ~0000013446~1 ~096~L~RED BANK 2400       ~Y~Y~Y~UG~107302~09/29/92~1~01
rotary~908/758-0337        ~0000005211~1 ~096~L~RED BANK 2400       ~Y~Y~Y~UG~107302~09/29/92~1~01
rotary~912/232-6751        ~0000003607~1 ~047~L~SAVANNAH 2400       ~Y~Y~Y~UG~105380~08/31/92~1~01
rotary~912/888-9282        ~0000007031~1 ~038~L~ALBANY 2400         ~Y~Y~Y~UG~107445~10/02/92~1~01
rotary~912/923-7590        ~0000006130~1 ~049~L~WARNR ROBNS2400     ~Y~Y~Y~UG~107310~09/29/92~1~01
rotary~913/234-3070        ~0000006774~1 ~032~L~TOPEKA 2400         ~Y~Y~Y~C ~106908~09/16/92~1~01
rotary~913/384-0071        ~0000005741~1 ~010~H~MISSION TYMDIAL     ~1~N~Y~M ~108613~10/13/92~3~01
rotary~913/384-0071        ~0000004653~1 ~010~H~MISSION TYMDIAL     ~1~N~Y~M ~108613~10/13/92~3~01
rotary~913/384-0590        ~0000003346~1 ~002~H~MISSION TYMX25      ~1~N~Y~A ~039002~12/08/87~4~01
rotary~913/384-1226        ~0000004650~1 ~060~H~MISSION             ~Y~N~N~A ~036169~01/01/92~1~01
rotary~913/384-5012        ~0000013212~1 ~054~H~MISSION 2400        ~Y~Y~Y~A ~065094~06/30/87~1~01
rotary~913/384-5012        ~0000013211~1 ~054~H~MISSION 2400        ~Y~Y~Y~A ~065094~06/30/87~1~01
rotary~913/651-8094        ~0000007726~1 ~021~L~LEAVENWORTH2400     ~Y~Y~Y~UG~105090~08/24/92~1~01
rotary~913/776-9803        ~0000005716~1 ~023~L~MANHATTAN 2400      ~Y~Y~Y~UG~108660~10/13/92~1~01
rotary~913/825-4845        ~0000007730~1 ~022~L~SALINA 2400         ~Y~Y~Y~UG~104998~08/20/92~1~01
rotary~913/842-0951        ~0000013173~1 ~001~M~QUOTRON             ~N~N~Y~A ~073786~01/01/92~1~01
rotary~913/843-4870        ~0000013173~1 ~021~L~LAWRENCE 2400       ~Y~Y~Y~A ~064416~01/01/92~1~01
rotary~914/328-7730        ~0000005206~1 ~043~H~WHITE PLAINS        ~Y~N~N~A ~000000~03/18/85~1~01
rotary~914/336-2790        ~0000010605~1 ~030~L~KINGSTON 2400       ~Y~Y~Y~A ~031936~11/12/86~1~01
rotary~914/473-0401        ~0000003377~1 ~028~L~POUGHKPSIE 2400     ~Y~Y~Y~A ~063957~08/29/83~1~01
rotary~914/561-9103        ~0000010472~1 ~020~L~NEW WINDSOR2400     ~Y~Y~Y~UG~107232~09/25/92~1~01
rotary~914/634-0388        ~0000006347~1 ~031~L~NEW CITY 2400       ~Y~Y~Y~A ~049392~01/01/92~1~01
rotary~914/761-5377        ~0000007240~1 ~016~H~WHITE PLAINS TY     ~1~N~Y~A ~053141~03/08/91~3~01
rotary~914/761-9590        ~0000007236~1 ~071~H~W PLAINS 2400       ~Y~Y~Y~A ~063955~06/01/85~1~01
rotary~914/761-9590        ~0000002475~1 ~071~H~W PLAINS 2400       ~Y~Y~Y~A ~063955~06/01/85~1~01
rotary~915/533-1453        ~0000011121~1 ~055~M~EL PASO2400         ~Y~Y~Y~M ~106936~09/16/92~1~01
rotary~915/533-1453        ~0000004466~1 ~055~M~EL PASO2400         ~Y~Y~Y~M ~106936~09/16/92~1~01
rotary~915/561-8401        ~0000012732~1 ~047~L~MIDLAND 2400        ~Y~Y~Y~A ~061404~01/01/92~1~01
rotary~915/658-4590        ~0000002243~1 ~016~L~SAN ANGELO 2400     ~Y~Y~Y~A ~108521~10/08/92~1~01
rotary~915/658-4590        ~0000007522~1 ~016~L~SAN ANGELO 2400     ~Y~Y~Y~A ~108521~10/08/92~1~01
rotary~915/676-0091        ~0000010301~1 ~027~L~ABILENE 2400        ~Y~Y~Y~UG~107452~10/02/92~1~01
rotary~915/676-8902        ~0000010301~1 ~001~ ~WACHOVIA BANK       ~N~N~ ~A ~064621~11/12/86~1~01
rotary~916-245-0308        ~0000007307~  ~008~L~REDDING             ~Y~N~Y~P ~104791~08/17/92~3~01
rotary~916/241-4820        ~0000004722~1 ~041~L~REDDING 2400        ~Y~Y~Y~UG~104791~08/17/92~1~01
rotary~916/343-4401        ~0000013354~1 ~032~L~CHICO 2400          ~Y~Y~Y~A ~066287~01/01/92~1~01
rotary~916/442-0851        ~0000007543~1 ~002~H~SACRAMENTO TYMX     ~1~N~Y~A ~052314~12/01/89~4~01
rotary~916/442-0992        ~0000007542~1 ~032~H~SACRAMENTO TYMD     ~1~N~Y~A ~052314~12/01/89~3~01
rotary~916/447-7434        ~0000010131~1 ~043~H~SACRAMENTO 2400     ~Y~Y~Y~A ~071400~06/25/86~1~01
rotary~916/448-4300        ~0000003300~1 ~043~H~SACRAMENTO          ~Y~N~N~A ~000000~05/09/83~1~01
rotary~916/544-3091        ~0000005323~1 ~011~L~SLAKETAHOE 2400     ~Y~Y~Y~A ~070405~01/01/92~1~01
rotary~916/749-8015        ~0000012624~1 ~010~L~MARYSVILLE 2400     ~Y~Y~Y~A ~060702~01/01/92~1~01
rotary~916/749-9724        ~0000012624~1 ~001~ ~QUOTRON             ~N~N~Y~A ~074049~01/01/92~1~01
rotary~916/758-3551        ~0000007434~1 ~016~L~DAVIS 2400          ~Y~Y~Y~A ~000000~02/01/86~1~01
rotary~918/585-2010        ~0000003166~1 ~029~H~TULSA               ~Y~N~N~A ~036458~01/01/92~1~01
rotary~918/585-2251        ~0000010665~1 ~001~ ~QUOTRON             ~N~N~Y~A ~069611~01/01/92~1~01
rotary~918/585-2706        ~0000010666~1 ~183~H~TULSA 2400          ~Y~Y~Y~A ~073984~10/29/87~1~01
rotary~918/585-2706        ~0000010665~1 ~183~H~TULSA 2400          ~Y~Y~Y~A ~073984~10/29/87~1~01
rotary~918/585-2706        ~0000007123~1 ~183~H~TULSA 2400          ~Y~Y~Y~A ~073984~10/29/87~1~01
rotary~918/585-2706        ~0000007041~1 ~183~H~TULSA 2400          ~Y~Y~Y~A ~073984~10/29/87~1~01
rotary~918/585-8400        ~0000003051~1 ~008~H~TULSA TYMDIAL       ~1~N~Y~A ~108798~03/01/92~3~01
rotary~919/272-9560        ~0000013225~  ~000~ ~QUOTRON             ~ ~ ~ ~A ~751200~12/20/91~1~01
rotary~919/273-0332        ~0000013225~1 ~043~M~GREENSBORO 2400     ~Y~Y~Y~A ~065102~05/25/83~1~01
rotary~919/273-1666        ~0000013225~1 ~001~ ~WACHOVIA BANK       ~N~N~N~A ~065102~01/01/92~1~01
rotary~919/370-4614        ~0000013225~1 ~001~ ~QUOTRON             ~N~N~Y~A ~065102~01/01/92~1~01
rotary~919/378-1653        ~0000013225~1 ~001~ ~QUOTRON             ~N~N~Y~A ~070307~01/01/92~1~01
rotary~919/392-7913        ~0000013177~1 ~037~L~WILMINGTON 2400     ~Y~Y~Y~A ~064371~01/01/92~1~01
rotary~919/424-9610        ~0000012054~1 ~032~L~FAYETTVILLE2400     ~Y~Y~Y~A ~057543~01/01/92~1~01
rotary~919/549-8952        ~0000002613~1 ~029~M~DURHAM              ~Y~N~N~A ~000000~08/27/82~1~01
rotary~919/549-9025        ~0000010567~1 ~095~M~DURHAM 2400         ~Y~Y~Y~A ~069538~01/01/92~1~01
rotary~919/549-9025        ~0000004077~1 ~095~M~DURHAM 2400         ~Y~Y~Y~A ~069538~01/01/92~1~01
